,Review Text,Label,Bert,LR
2217,"Overall, i love this dress. it's warm with tights or leggings in cold temperatures. and it's super effortless. there are a few things you should know prior to purchasing online though. the dress runs large. i ordered a large and its big. i'm ok with it; a super tight sweater dress is not was i was hoping for, but i might have been able to order a medium (i still kept the large). the weave of the fabric does not seem as tight as pictured. i felt the need to wear a tank top beneath because you cou",1,1,1
2218,"I bought this top for my daughter. the colors are so vibrant and the design and feel of the top is flattering. this top can be worn with black pants for a night out with friends, or with jeans or shorts to hang out at the beach! my daughter loves it!",1,1,1
2219,Cute dress but not for me.  the waist is too high and the sleeves are tight.  maybe on a different body type this dress would be perfect.  i returned it.,1,0,0
2220,"These are a perfect staple piece: you can dress them up or down, and they're insanely comfortable! even if you hold a lot of your weight in your butt and thighs like i do, i feel like these pants do such a nice job of being form-fitting and flattering without squeezing the life out of you. i have always loved any and all retailer pants in this style, because they just fit so well and last a really long time. i will continue to buy these for many, many years!",1,1,1
2221,Flattering dress that looks great on. the back cut out shows some skin while still covering up a bra. the petite size fits true to size,1,1,1
2222,"The model must have this sweater pinned at the back. the sweater color is true and the material soft as anything, but the fit is ??!! at 5'9"" with a long torso and broad shoulders, the large was still shlumpy. didn't hang right at all, bunches oddly and is not the least bit flattering. my 5'7"" uber fit daughter had the same issue, and she usually makes everything that doesn't work for me look amazing. returned.",0,0,0
2223,"Usually wear s and xs, tried this in s at store but the sides were still lumpy after zipping the size zipper up. if i tried xs it would have looked better but may be bit too tight. the sides of the arm holes were also cut very low. it also has a dusty grey sheen to it that makes it look like old velvet in a bad way. two layers, green on outside, and a polyester beige layer underneath.

but definitely a showpiece that can be paired with a short jacket.",0,0,0
2224,"They ripped on the inside upper thighs of both legs less than two months after purchase. i've washed them once, and wear them a few times a week, so they're certainly not worn out. i've never had a pair give out even close to this early. i loved the cut of the jeans and the softness, and they hold their shape well after multiple wearings. the color is lighter than pictured. i paid full price (the most i've ever paid for jeans) because i'd heard good things about jean shop quality. even at sale p",0,0,0
2225,"This sweater is so unique. not for the faint of heart but it's beautiful. hubby thought pattern looked southeast asian inspired. the colors are saturated, vibrant. love the raglan sleeves and the tweed on the sleeves and in the back. the front material is slightly stiffer. i feel like i have a little bit more bulk in the stomach area than i want but i'm willing to overlook it. will be a great sweater for the holiday season. wear it with a skirt, jeans, skinny cargos. endless possibilities.",1,1,1
2226,Comfortable and flattering for all body types...good for both day and evening...,1,1,1
2227,"I saw this on sale, and it looked lovely online. i really wanted to love it when i received it. it looked great, but once i tried it on, it bunches up in the back. it looks awkward. the lace and small details are pretty, but the fit is just off. returned it in the store.",0,0,0
2228,"I was so excited when i purchased this top! it was going to be my go to for running around, as it looked super cute with leggings and boots! the softness alone made me feel like i was wearing my pajamas.....so comfy! that all changed after one washing......it is now pilling and not nearly as soft as before! makes me sad, but it is going back!",0,0,0
2229,"I already have some dresses similar to this, but i couldn't help getting this one, too. i love the flowers, bees, and ladybugs on the print! there is some shimmery beading on the neck and a few spots. i think i can wear this at work with the right cardigan/jacket, so i'll get more use out of it. it's a lovely light, floaty fabric that's nice for warmer weather.",1,1,1
2230,"This top is a joke unless you are really into expensive clown wear. i thought this looked whimsical, fun and a well-designed piece when i saw it on line--especially at this high price. i started to laugh before i even pulled the entire top of out the bag when i got it in the mail today. it is not expensive looking at all, and the pom poms look like a sad craft project rather than a special detail. it is a bit juvenile too. even if you wore it and were going for ""ironic"", it would be difficult to",0,0,0
